2025/11/26|00:44:16|12
01|12:34:56|05:30|1850|025|2400|125.5|03500|25.2|22.8|+055|+025|+040|+020|-032|-072|-028|-065|100|095|080|12.6|11.8
02|12:27:51|03:56|2587|038|2405|131.8|02840|24.8|20.4|+043|+026|+038|+032|-036|-087|-037|-082|100|093|095|07.5|07.3
03|12:34:59|04:49|3236|043|2418|129.6|02946|25.0|21.2|+046|+037|+038|+032|-037|-084|-030|-082|100|094|091|07.5|07.3
04|12:40:46|03:58|2574|038|2406|122.4|02919|24.8|20.7|+043|+037|+037|+031|-044|-086|-040|-083|100|093|092|07.5|07.3
05|12:52:10|04:02|2686|041|2408|141.2|03072|25.0|20.9|+044|+030|+039|+031|-034|-086|-033|-082|100|091|092|07.5|07.3
06|12:58:43|04:51|3366|044|2411|141.0|03094|24.9|20.8|+046|+038|+037|+032|-045|-087|-034|-083|100|094|094|07.5|07.3
07|13:05:07|04:13|2871|042|2417|127.1|02858|25.0|20.8|+044|+038|+039|+031|-046|-084|-032|-081|100|093|093|07.5|07.3
08|13:10:41|03:47|2699|040|2451|156.5|03273|24.9|20.7|+049|+037|+037|+033|-038|-085|-038|-081|100|091|096|07.5|07.3
09|13:22:12|03:21|2632|040|2455|133.0|02950|24.9|20.9|+051|+038|+036|+033|-041|-085|-041|-085|100|094|094|07.5|07.3
10|13:30:37|03:27|2544|040|2429|186.2|04190|25.0|21.0|+049|+035|+043|+034|-025|-083|-029|-086|100|094|096|07.5|07.3
11|13:35:30|03:25|2761|040|2426|150.2|03316|25.0|21.0|+053|+041|+037|+032|-034|-084|-025|-086|100|095|093|07.5|07.3
12|13:40:02|03:15|2460|040|2442|120.2|02744|25.0|21.3|+050|+040|+036|+032|-049|-086|-037|-083|100|088|091|07.5|07.3
