2025/11/23|00:07:22|12
01|12:34:56|05:30|1850|025|2400|125.5|03500|25.2|22.8|+055|+025|+040|+020|-032|-072|-028|-065|100|095|080|12.6|11.8
02|10:24:40|03:42|0000|083|2433|174.4|03575|24.8|20.3|+041|+021|+033|+031|-040|-086|-038|-080|100|097|097|07.5|07.3
03|10:33:49|03:28|0000|085|2411|139.8|02998|24.9|00.0|+040|+000|+034|+000|+000|-082|+000|-081|100|000|095|07.5|00.0
04|10:41:38|04:26|0000|085|2414|177.2|03717|24.9|00.0|+045|+000|+034|+000|+000|-086|+000|-081|100|000|096|07.5|00.0
05|10:50:11|03:51|0000|086|2404|149.5|03324|25.0|20.6|+047|+027|+034|+032|-036|-087|-033|-086|100|096|096|07.5|07.2
06|11:09:24|03:23|0000|085|2411|160.3|03421|24.9|20.7|+042|+019|+032|+029|-036|-087|-034|-084|100|095|095|07.5|07.3
07|11:19:50|04:12|2863|040|2405|160.0|03716|25.0|21.0|+048|+022|+034|+030|-029|-085|-027|-082|100|096|094|07.5|07.2
08|11:34:43|03:55|0000|086|2424|175.9|03770|25.0|00.0|+047|+000|+034|+000|+000|-084|+000|-082|100|000|097|07.5|00.0
09|11:41:52|03:35|2469|039|2418|165.0|03613|24.9|20.6|+048|+028|+034|+032|-026|-083|-027|-082|100|095|096|07.5|07.3
10|11:56:52|04:17|3178|041|2441|171.2|03904|25.0|21.1|+049|+021|+034|+030|-034|-080|-033|-082|100|097|094|07.5|07.3
11|12:10:23|03:45|2613|040|2420|161.4|03681|24.9|20.8|+046|+022|+034|+034|-036|-084|-033|-082|100|098|095|07.5|07.3
12|12:15:34|03:37|2630|040|2414|166.1|03598|24.9|20.2|+050|+036|+037|+034|-034|-086|-029|-079|100|096|096|07.5|07.3
