2025/12/13|00:35:41|12
01|12:34:56|05:30|1850|025|2400|125.5|03500|25.2|22.8|+055|+025|+040|+020|-032|-072|-028|-065|100|095|080|12.6|11.8
02|10:02:52|02:43|1889|037|2347|032.4|02361|24.8|21.9|+028|+018|+033|+030|-031|-057|-040|-060|100|097|096|11.9|11.9
03|10:08:11|02:43|1791|037|2350|027.9|02463|24.9|22.0|+029|+025|+033|+032|-040|-064|-045|-057|100|100|094|11.9|11.8
04|10:17:02|03:07|2145|035|2349|032.2|02969|24.8|22.1|+030|+022|+032|+032|-042|-063|-043|-067|100|100|095|11.9|11.9
05|10:25:53|03:02|2279|037|2350|028.6|03377|24.8|22.1|+031|+022|+033|+031|-043|-068|-044|-068|100|099|094|11.9|11.9
06|10:31:58|02:37|1942|035|2352|030.2|02582|24.8|22.1|+030|+025|+034|+033|-046|-062|-045|-065|100|100|094|11.9|11.9
07|10:37:00|03:20|2304|040|2354|027.1|02475|24.9|21.9|+031|+027|+033|+033|-039|-066|-043|-060|100|099|094|11.9|11.9
08|10:44:22|03:35|2695|042|2349|029.3|03458|24.9|22.0|+032|+026|+034|+033|-045|-063|-048|-065|100|099|095|11.9|11.9
09|10:50:20|03:49|0000|083|2349|030.8|03057|24.8|00.0|+031|+000|+034|+000|+000|-065|+000|-067|100|000|094|11.9|00.0
10|11:03:18|03:20|2304|040|2349|028.7|02670|24.9|22.0|+030|+020|+033|+032|-042|-065|-046|-067|100|100|095|11.9|11.9
11|11:31:55|04:03|0000|000|2349|029.4|03108|24.9|21.9|+030|+021|+034|+033|-041|-067|-044|-070|100|097|095|11.9|11.9
12|11:35:22|03:16|2108|039|2351|025.3|02585|24.9|22.0|+029|+023|+034|+033|-042|-067|-041|-063|100|099|094|11.9|11.9
